log_message,stack_trace,test_name,error_type,duration_ms,retry_count,memory_mb,cpu_percent,line_number,file_count,test_count,failure_rate_history,time_since_last_success,network_latency_ms,db_response_time_ms,queue_size,component,environment,severity,build_tool,os,language,ci_platform,trigger_type,branch_type,day_of_week,is_timeout,is_network_error,has_retry,is_first_run,parallel_execution,has_external_dependency,is_flaky
"Cache miss rate spike: 93%, temporary performance degradation","java.net.SocketTimeoutException: Read timed out
    at java.net.SocketInputStream.socketRead0(Native Method)
    at com.example.api.ApiService.execute(ApiService.java:164)
    at com.example.test.CreatePaymentApiTest.test_create_payment_api(CreatePaymentApiTest.java:160)",test_create_payment_api,TransientFailureException,1466,0,564,80,22,1,468,0.236,2.17,37,65,766,api,dev,info,npm,linux,kotlin,github_actions,schedule,develop,thursday,0,1,1,0,1,0,1
Intermittent failure in session: resource unavailable,,test_create_payment_session,ServiceUnavailableException,2068,1,577,31,705,22,181,0.42,5.8,110,44,769,session,integration,critical,cargo,linux,kotlin,jenkins,pull_request,develop,thursday,1,1,1,0,0,1,1
Socket connection reset by peer during connect,,test_update_order_analytics,TransientFailureException,1058,0,378,12,123,37,417,0.225,160.84,23,102,580,analytics,test,error,maven,windows,kotlin,github_actions,tag,release,saturday,0,1,1,0,0,1,1
Invalid argument: count cannot be negative,"org.apache.http.conn.ConnectTimeoutException: Connect to session.internal.example.com timed out
    at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect
    at com.example.session.HttpClient.execute(HttpClient.java:295)
    at com.example.test.CreateConfigSessionTest.test_create_config_session(CreateConfigSessionTest.java:71)",test_create_config_session,TemporaryFailureException,1646,1,354,11,436,3,259,0.41,7.76,55,189,981,session,prod,error,go,linux,javascript,travis,schedule,feature,sunday,0,1,0,0,0,1,0
Array index 843 out of bounds for length 44,"java.lang.AssertionError: expected:<SUCCESS> but was:<500>
    at org.junit.Assert.fail(Assert.java:89)
    at org.junit.Assert.assertEquals(Assert.java:118)
    at com.example.test.DeleteRequestAnalyticsTest.test_delete_request_analytics(DeleteRequestAnalyticsTest.java:137)",test_delete_request_analytics,SecurityException,1591,0,155,47,281,1,285,0.306,0.63,19,34,869,analytics,integration,critical,gradle,macos,javascript,github_actions,tag,develop,wednesday,1,0,0,0,0,0,0
Async operation timed out but completed successfully on retry,"org.apache.http.conn.ConnectTimeoutException: Connect to search.internal.example.com timed out
    at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect
    at com.example.search.HttpClient.execute(HttpClient.java:330)
    at com.example.test.UpdateResponseSearchTest.test_update_response_search(UpdateResponseSearchTest.java:89)",test_update_response_search,IllegalArgumentException,389,1,134,93,725,19,374,0.714,7.36,14,56,409,search,staging,info,cargo,macos,rust,travis,schedule,main,friday,0,0,1,0,0,0,1
Schema validation failed: userId does not match pattern,,test_transform_connection_notification,TemporaryFailureException,1718,0,1213,7,59,48,277,0.341,42.95,698,71,110,notification,staging,info,pip,windows,java,circleci,pull_request,hotfix,saturday,0,1,0,0,0,1,1
NullPointerException at DatabaseService.java:169 - user is null,,test_search_cache_database,RetryableException,507,0,216,9,795,6,198,0.231,119.11,42,74,486,database,dev,critical,maven,macos,kotlin,jenkins,manual,release,saturday,0,0,0,1,0,0,0
Security violation: unauthorized access to thread,,test_authenticate_user_notification,NullPointerException,1099,0,1233,11,190,30,261,0.363,18.61,14,23,165,notification,integration,warning,pip,linux,javascript,travis,pull_request,develop,monday,0,0,1,0,1,0,0
"Connection to elasticsearch timed out after 1000ms, retry attempt 1","java.net.SocketTimeoutException: Read timed out
    at java.net.SocketInputStream.socketRead0(Native Method)
    at com.example.api.ApiService.run(ApiService.java:91)
    at com.example.test.AuthenticateOrderApiTest.test_authenticate_order_api(AuthenticateOrderApiTest.java:162)",test_authenticate_order_api,RaceConditionException,1567,1,712,40,520,3,309,0.321,12.37,265,30,315,api,prod,critical,gradle,linux,python,travis,manual,main,friday,0,1,0,0,0,1,1
Async operation timed out but completed successfully on retry,"java.lang.AssertionError: expected:<true> but was:<500>
    at org.junit.Assert.fail(Assert.java:89)
    at org.junit.Assert.assertEquals(Assert.java:118)
    at com.example.test.ValidateResponseSessionTest.test_validate_response_session(ValidateResponseSessionTest.java:101)",test_validate_response_session,NullPointerException,2901,0,1095,3,18,43,177,0.752,71.82,68,42,212,session,test,error,go,windows,javascript,jenkins,push,main,friday,0,1,0,1,1,0,0
"Network partition simulated, connection restored after 1948ms","java.net.SocketTimeoutException: Read timed out
    at java.net.SocketInputStream.socketRead0(Native Method)
    at com.example.payment.PaymentService.execute(PaymentService.java:213)
    at com.example.test.ReadUserPaymentTest.test_read_user_payment(ReadUserPaymentTest.java:94)",test_read_user_payment,AssertionError,1377,0,302,49,712,42,435,0.104,36.72,20,31,146,payment,dev,warning,pip,macos,kotlin,jenkins,manual,main,tuesday,0,1,0,0,0,0,1
"Service postgresql temporarily unavailable, backing off for 500ms","java.util.concurrent.TimeoutException: Future timed out after 3000ms
    at java.util.concurrent.FutureTask.get(FutureTask.java:205)
    at com.example.analytics.AsyncService.await(AsyncService.java:56)
    at com.example.test.ReadRequestAnalyticsTest.test_read_request_analytics(ReadRequestAnalyticsTest.java:111)",test_read_request_analytics,IllegalArgumentException,1681,1,720,13,672,29,43,0.24,7.94,114,25,253,analytics,dev,warning,maven,linux,kotlin,jenkins,manual,main,saturday,0,0,1,0,0,0,1
"Cache miss rate spike: 62%, temporary performance degradation",,test_authenticate_session_session,AssertionError,60222,0,1193,41,624,7,105,0.342,22.43,303,18,61,session,test,warning,go,macos,rust,circleci,tag,hotfix,sunday,1,0,0,0,0,0,1
Security violation: unauthorized access to lock,"org.apache.http.conn.ConnectTimeoutException: Connect to payment.internal.example.com timed out
    at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect
    at com.example.payment.HttpClient.execute(HttpClient.java:362)
    at com.example.test.ReadRequestPaymentTest.test_read_request_payment(ReadRequestPaymentTest.java:67)",test_read_request_payment,ResourceBusyException,2384,1,389,32,146,33,62,0.34,7.11,39,17,760,payment,staging,critical,gradle,macos,python,circleci,manual,main,friday,0,0,0,1,0,0,1
Test TestCache_22 passed after 0 retries due to timing issue,,test_delete_connection_cache,ServiceUnavailableException,1392,0,1042,8,951,9,355,0.382,23.34,43,30,11,cache,prod,info,npm,linux,go,gitlab_ci,pull_request,develop,sunday,1,1,0,0,0,1,1
Memory pressure caused GC pause of 210ms during test,"org.apache.http.conn.ConnectTimeoutException: Connect to storage.internal.example.com timed out
    at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect
    at com.example.storage.HttpClient.execute(HttpClient.java:286)
    at com.example.test.AuthorizeCacheStorageTest.test_authorize_cache_storage(AuthorizeCacheStorageTest.java:22)",test_authorize_cache_storage,TimeoutException,1761,2,437,9,336,45,141,0.343,37.56,131,104,166,storage,integration,info,maven,linux,kotlin,circleci,push,hotfix,thursday,1,0,0,0,0,0,1
State machine in invalid state: STOPPED,,test_authorize_response_analytics,ConcurrencyException,5141,0,2513,85,148,13,282,0.362,37.77,45,63,756,analytics,test,error,npm,linux,javascript,github_actions,pull_request,develop,tuesday,0,1,0,0,0,1,0
NullPointerException at AnalyticsService.java:185 - connection is null,,test_create_payment_analytics,SocketTimeoutException,3421,0,184,35,832,31,59,0.233,24.24,503,64,491,analytics,test,error,cargo,linux,rust,gitlab_ci,tag,hotfix,tuesday,0,1,1,0,1,0,1
Deadlock detected between threads thread-10 and thread-4,"java.lang.NullPointerException: Cannot invoke method on null object
    at com.example.user.UserService.handle(UserService.java:307)
    at com.example.user.UserHandler.transform(UserHandler.java:225)
    at com.example.test.TransformSessionUserTest.test_transform_session_user(TransformSessionUserTest.java:142)",test_transform_session_user,SecurityException,476,0,979,2,510,26,217,0.26,83.67,120,34,304,user,test,error,go,linux,go,github_actions,pull_request,feature,saturday,1,1,0,0,0,1,0
"Resource memory busy, waiting for lock release",,test_filter_config_analytics,SecurityException,3867,0,577,9,50,24,127,0.098,295.75,42,25,598,analytics,integration,critical,go,macos,python,travis,pull_request,feature,friday,1,0,0,1,1,0,0
Memory pressure caused GC pause of 272ms during test,,test_transform_request_user,IllegalArgumentException,3570,0,1330,8,512,2,106,0.558,6.78,60,132,881,user,staging,error,go,windows,javascript,travis,schedule,hotfix,friday,0,1,0,0,0,0,0
Socket connection reset by peer during read,"java.net.SocketTimeoutException: Read timed out
    at java.net.SocketInputStream.socketRead0(Native Method)
    at com.example.search.SearchService.run(SearchService.java:426)
    at com.example.test.TransformPaymentSearchTest.test_transform_payment_search(TransformPaymentSearchTest.java:59)",test_transform_payment_search,ResourceBusyException,2584,3,511,48,232,10,375,0.285,63.41,81,34,603,search,dev,warning,maven,windows,go,circleci,tag,hotfix,saturday,1,1,1,0,1,1,1
Array index 729 out of bounds for length 4,,test_filter_connection_session,IllegalStateException,6631,1,319,38,772,3,199,0.244,29.66,21,52,740,session,integration,info,maven,macos,java,gitlab_ci,manual,release,friday,0,1,0,0,0,1,0
"Network latency spike detected: 2990ms, threshold exceeded","org.apache.http.conn.ConnectTimeoutException: Connect to auth.internal.example.com timed out
    at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect
    at com.example.auth.HttpClient.execute(HttpClient.java:372)
    at com.example.test.UpdateSessionAuthTest.test_update_session_auth(UpdateSessionAuthTest.java:177)",test_update_session_auth,IllegalArgumentException,1641,0,327,28,521,23,389,0.463,70.46,63,45,990,auth,prod,critical,pip,linux,python,gitlab_ci,push,develop,tuesday,0,1,1,0,1,1,0
Contract violation: input != null not satisfied,"org.apache.http.conn.ConnectTimeoutException: Connect to cache.internal.example.com timed out
    at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect
    at com.example.cache.HttpClient.execute(HttpClient.java:185)
    at com.example.test.ProcessResponseCacheTest.test_process_response_cache(ProcessResponseCacheTest.java:40)",test_process_response_cache,TemporaryFailureException,524,1,962,9,214,2,69,0.352,45.63,389,20,745,cache,test,error,go,linux,javascript,travis,tag,release,thursday,1,0,1,0,0,1,1
Deadlock detected between threads thread-2 and thread-12,"java.net.SocketTimeoutException: Read timed out
    at java.net.SocketInputStream.socketRead0(Native Method)
    at com.example.database.DatabaseService.process(DatabaseService.java:134)
    at com.example.test.ValidateResponseDatabaseTest.test_validate_response_database(ValidateResponseDatabaseTest.java:120)",test_validate_response_database,ConcurrencyException,1234,0,441,20,556,27,354,0.076,89.72,40,147,321,database,dev,error,npm,linux,javascript,jenkins,push,release,wednesday,0,0,0,0,0,1,0
Missing required field 'status' in Order,"java.util.concurrent.TimeoutException: Future timed out after 5000ms
    at java.util.concurrent.FutureTask.get(FutureTask.java:205)
    at com.example.cache.AsyncService.await(AsyncService.java:153)
    at com.example.test.DeleteDataCacheTest.test_delete_data_cache(DeleteDataCacheTest.java:27)",test_delete_data_cache,AssertionError,252,0,824,21,231,42,433,0.378,167.38,108,64,217,cache,integration,error,maven,linux,go,jenkins,manual,main,tuesday,0,0,0,0,1,1,0
Deadlock detected between threads thread-14 and thread-17,,test_create_connection_auth,TimeoutException,3917,0,434,41,897,43,281,0.427,11.18,97,54,771,auth,staging,error,go,macos,javascript,gitlab_ci,tag,feature,tuesday,0,0,0,1,0,1,0
"External API mongodb returned 503, scheduled retry in 100ms","java.lang.NullPointerException: Cannot invoke method on null object
    at com.example.cache.CacheService.handle(CacheService.java:338)
    at com.example.cache.CacheHandler.convert(CacheHandler.java:349)
    at com.example.test.TransformUserCacheTest.test_transform_user_cache(TransformUserCacheTest.java:69)",test_transform_user_cache,ServiceUnavailableException,5358,3,527,22,826,26,99,0.141,50.68,338,46,283,cache,prod,critical,npm,macos,python,travis,schedule,feature,sunday,0,0,0,0,0,0,1
State machine in invalid state: INVALID,"java.util.concurrent.TimeoutException: Future timed out after 5000ms
    at java.util.concurrent.FutureTask.get(FutureTask.java:205)
    at com.example.cache.AsyncService.await(AsyncService.java:468)
    at com.example.test.AuthorizeCacheCacheTest.test_authorize_cache_cache(AuthorizeCacheCacheTest.java:104)",test_authorize_cache_cache,AssertionError,2140,0,200,4,139,5,310,0.389,40.39,76,15,336,cache,test,error,pip,linux,rust,circleci,push,release,thursday,1,0,1,0,1,0,1
Memory pressure caused GC pause of 323ms during test,"org.apache.http.conn.ConnectTimeoutException: Connect to auth.internal.example.com timed out
    at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect
    at com.example.auth.HttpClient.execute(HttpClient.java:154)
    at com.example.test.ValidateConfigAuthTest.test_validate_config_auth(ValidateConfigAuthTest.java:149)",test_validate_config_auth,ValidationException,154,1,425,100,915,43,23,0.267,24.29,117,83,708,auth,prod,critical,pip,macos,python,jenkins,push,release,thursday,1,1,0,0,1,0,1
Type mismatch: expected 42 but got false,,test_delete_connection_storage,IllegalArgumentException,316,1,1877,27,104,14,108,0.042,78.44,128,153,748,storage,test,warning,cargo,macos,javascript,github_actions,schedule,develop,friday,0,1,0,0,1,0,0
Missing required field 'status' in Config,"java.lang.NullPointerException: Cannot invoke method on null object
    at com.example.user.UserService.process(UserService.java:411)
    at com.example.user.UserHandler.validate(UserHandler.java:126)
    at com.example.test.FilterRequestUserTest.test_filter_request_user(FilterRequestUserTest.java:146)",test_filter_request_user,IndexOutOfBoundsException,1030,0,158,32,913,49,440,0.194,21.65,58,29,747,user,integration,critical,go,linux,go,circleci,schedule,main,thursday,0,1,0,0,1,1,0
Memory pressure caused GC pause of 238ms during test,"java.util.concurrent.TimeoutException: Future timed out after 1000ms
    at java.util.concurrent.FutureTask.get(FutureTask.java:205)
    at com.example.storage.AsyncService.await(AsyncService.java:419)
    at com.example.test.ReadResponseStorageTest.test_read_response_storage(ReadResponseStorageTest.java:81)",test_read_response_storage,SocketTimeoutException,6397,1,237,26,981,36,438,0.671,4.36,28,21,186,storage,test,info,pip,linux,javascript,travis,manual,release,tuesday,0,1,1,1,1,0,1
